OTUs,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1033,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OTU_5054,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OTU_599,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PAMC26560
OTU_2457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured Bradyrhizobiaceae bacterium
OTU_66,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured Rhizobiales bacterium
OTU_3892,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured alpha proteobacterium
OTU_4748,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,alpha proteobacterium KC-IT-H2
OTU_750,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,uncultured organism,
OTU_1927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,Rhizobiales bacterium Ume16,
OTU_677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,uncultured bacterium,
OTU_3347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,Beijerinckia sp. Lor46,
OTU_5217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,uncultured Rhizobiales bacterium,
OTU_3459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,uncultured Bradyrhizobium sp.,
OTU_4541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,uncultured,Oryza sativa Indica Group
OTU_2387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,uncultured bacterium
OTU_279,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,uncultured bacterium
OTU_1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,uncultured bacterium
OTU_1690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,uncultured bacterium
OTU_685,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,uncultured,uncultured Bradyrhizobiaceae bacterium
OTU_1768,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,uncultured bacterium
OTU_1488,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,Bradyrhizobiaceae bacterium GJW-30
OTU_315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,uncultured,uncultured bacterium
OTU_4227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
OTU_2207,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured bacterium
OTU_939,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium sp. pcnb-3
OTU_4435,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,uncultured alpha proteobacterium
OTU_807,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,uncultured Hyphomicrobiaceae bacterium
OTU_1032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,uncultured,uncultured bacterium
OTU_1781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,uncultured,uncultured bacterium
OTU_2349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured alpha proteobacterium
OTU_415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,uncultured Rhizobiales bacterium
OTU_4422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,uncultured bacterium
OTU_3446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,uncultured bacterium
OTU_154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,uncultured Bradyrhizobium sp.
OTU_1684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,uncultured bacterium
OTU_867,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Pantholops hodgsonii (chiru)
OTU_397,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,uncultured bacterium
OTU_447,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_1832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_1311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacteriaceae bacterium M6-76
OTU_1716,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_3547,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,P-102,uncultured bacterium,
OTU_134,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OTU_4674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,uncultured bacterium
OTU_1491,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OTU_2829,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OTU_195,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. CCGE2054
OTU_2910,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 812
OTU_666,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,uncultured bacterium
OTU_4272,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_2830,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium gnaphalii
OTU_2802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_3452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured bacterium
OTU_3592,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,uncultured bacterium
OTU_1742,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,uncultured bacterium
OTU_4462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Meganema,uncultured bacterium
OTU_4112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonas oryzae
OTU_4643,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonas koreensis DSM 23070
OTU_848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured alpha proteobacterium,
OTU_3216,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Hartmannibacter,Rhizobiaceae bacterium PK2
OTU_2482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured alpha proteobacterium,
OTU_2097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,
OTU_4800,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured bacterium,
OTU_4560,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured proteobacterium,
OTU_4941,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured bacterium,
OTU_2495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured alpha proteobacterium,
OTU_2347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured bacterium,
OTU_1635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,uncultured bacterium,
OTU_263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Sinorhizobium meliloti H1
OTU_135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum sp. CDB2
OTU_970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,uncultured bacterium
OTU_232,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,uncultured Rhizobiales bacterium
OTU_876,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,uncultured bacterium
OTU_42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Candidatus Bartonella ancashi
OTU_119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OTU_268,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,uncultured beta proteobacterium
OTU_1713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OTU_220,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OTU_649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OTU_571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OTU_633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,Mesorhizobium sp. YJ06
OTU_2569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,uncultured bacterium
OTU_3245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OTU_662,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OTU_368,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aquamicrobium,uncultured bacterium
OTU_2936,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium sp. YR531
OTU_1078,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,uncultured bacterium
OTU_267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,uncultured bacterium
OTU_1582,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OTU_1048,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OTU_300,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OTU_2448,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,uncultured bacterium
OTU_270,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,uncultured Pelagibacterium sp.
OTU_4339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OTU_427,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OTU_985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,uncultured alpha proteobacterium
OTU_725,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,uncultured bacterium
OTU_3917,Bacteria,Proteobacteria,Alphaproteobacteria,E6aD10,uncultured Rhizobiales bacterium,,
OTU_4598,Bacteria,Proteobacteria,Alphaproteobacteria,E6aD10,uncultured alpha proteobacterium,,
OTU_335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,uncultured bacterium
OTU_736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,uncultured bacterium
OTU_4855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,uncultured bacterium
OTU_1979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,uncultured bacterium
OTU_5130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,uncultured bacterium
OTU_1254,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,uncultured bacterium
OTU_583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OTU_2269,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,uncultured bacterium
OTU_5429,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,uncultured bacterium
OTU_245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,uncultured Hyphomicrobium sp.
OTU_597,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,uncultured Hyphomicrobiaceae bacterium
OTU_3129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,uncultured bacterium
OTU_596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OTU_3263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,uncultured bacterium
OTU_3682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_5423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_1572,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_1441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_1581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,uncultured bacterium
OTU_3152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Methyloceanibacter,uncultured bacterium
OTU_996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,uncultured,uncultured Rhizobiales bacterium
OTU_2720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,uncultured,uncultured bacterium
OTU_2938,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,uncultured alpha proteobacterium
OTU_4261,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,uncultured bacterium
OTU_2682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium
OTU_4818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium
OTU_2231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,uncultured bacterium
OTU_4680,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,uncultured bacterium
OTU_4160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium
OTU_2642,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodoligotrophos,uncultured bacterium
OTU_3335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Agaricicola,Agaricicola taiwanensis
OTU_3307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Scytonema tolypothrichoides VB-61278
OTU_2674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
OTU_2218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,Bauldia consociata
OTU_5652,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,uncultured bacterium
OTU_2152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,uncultured bacterium
OTU_4214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,uncultured alpha proteobacterium
OTU_2277,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured,uncultured bacterium,
OTU_5527,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,DUNssu044,uncultured bacterium,
OTU_3803,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,DUNssu044,uncultured bacterium,
OTU_5004,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,DUNssu044,uncultured bacterium,
OTU_5400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,DUNssu044,uncultured bacterium,
OTU_4644,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,DUNssu044,uncultured Xanthobacteraceae bacterium,
OTU_5494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris,uncultured Methylocystaceae bacterium
OTU_3503,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,uncultured bacterium,
OTU_4047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,uncultured bacterium,
OTU_353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Hansschlegelia,uncultured bacterium
OTU_2992,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoblastus,Rhodoblastus acidophilus
OTU_2266,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,uncultured bacterium,
OTU_2315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,uncultured bacterium,
OTU_3484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,uncultured bacterium
OTU_4948,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
OTU_5456,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured delta proteobacterium,
OTU_4224,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,
OTU_5613,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,unidentified marine bacterioplankton,
OTU_4664,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured alpha proteobacterium,
OTU_5250,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
OTU_5440,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
OTU_4271,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured bacterium
OTU_2197,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
OTU_5334,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
OTU_1246,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_2268,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4341,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_2497,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_3979,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_3949,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_3585,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_4888,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_5079,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_5607,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OTU_3927,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_5247,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_3059,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_2766,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_3502,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_4713,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_5570,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_3444,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_3597,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_1426,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_3693,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_4238,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_395,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774
OTU_2491,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. LNB2
OTU_4265,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,uncultured bacterium
OTU_3064,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_3227,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured bacterium
OTU_1225,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured delta proteobacterium
OTU_2135,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,uncultured Desulfovibrionaceae bacterium
OTU_3211,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Blattella germanica (German cockroach)
OTU_4665,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Blattella germanica (German cockroach)
OTU_1551,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_5544,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_3508,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4048,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_3339,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_1619,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,uncultured bacterium
OTU_1208,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_1192,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_3200,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_1497,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_3894,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_1963,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_2959,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4466,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
