OTUs,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_3824,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured organism,
OTU_4661,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_5300,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4188,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4593,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_5501,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured delta proteobacterium,
OTU_5063,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium Ak20-3,
OTU_1729,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured proteobacterium,
OTU_3529,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_5540,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_3598,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_3977,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4216,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4288,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured Myxococcales bacterium,
OTU_5254,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4151,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_5106,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_5591,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4724,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,
OTU_4357,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,marine metagenome,,
OTU_5105,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_5349,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured soil bacterium,,
OTU_4248,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4038,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4215,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_1648,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_1475,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4528,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_5398,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_2668,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured delta proteobacterium,,
OTU_4454,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_3652,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured proteobacterium,,
OTU_2849,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured Syntrophobacteraceae bacterium,,
OTU_3044,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_5503,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4633,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4208,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured delta proteobacterium,,
OTU_4327,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured soil bacterium,,
OTU_5575,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured delta proteobacterium,,
OTU_4544,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_5345,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4611,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_4463,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_5365,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,uncultured bacterium,,
OTU_3769,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,uncultured bacterium
OTU_1177,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,GR-WP33-58,proteobacterium FA350,
OTU_1351,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,GR-WP33-58,uncultured Desulfuromonas sp.,
OTU_4245,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_5092,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_2449,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_3575,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_3036,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_4355,Bacteria,Proteobacteria,TA18,uncultured bacterium,,,
OTU_109,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,uncultured Campylobacter sp.
OTU_3244,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter sp. MIT 01-6242
OTU_4882,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured soil bacterium
OTU_5342,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis,Candidatus Hepatincola,uncultured rumen bacterium
OTU_5391,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured bacterium
OTU_5230,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Metachlamydia,Candidatus Metachlamydia lacustris
OTU_3757,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia sp. CRIB40
OTU_5226,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium corvenA4
OTU_4987,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Parachlamydiaceae bacterium CRIB38
OTU_2514,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,endosymbiont of Acanthamoeba sp. UWE1
OTU_4762,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium corvenA4
OTU_4738,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Metachlamydia,Candidatus Metachlamydia lacustris
OTU_5077,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,endosymbiont of Acanthamoeba sp. UWE1
OTU_1258,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium corvenA4
OTU_4403,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_4920,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_4198,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_3223,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,uncultured Parachlamydiaceae bacterium cvE5
OTU_4754,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Chlamydia sp. 'Diamant'
OTU_4583,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia amoebophila
OTU_4729,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured Chlamydiales bacterium
OTU_3771,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_4335,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Parachlamydia sp. C2
OTU_3414,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae
OTU_5234,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia sp. cvE14
OTU_5483,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium corvenA4
OTU_5249,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured Chlamydiales bacterium
OTU_4298,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium corvenA4
OTU_5102,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Metachlamydia,Candidatus Mesochlamydia elodeae
OTU_3900,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Metachlamydia,Candidatus Mesochlamydia elodeae
OTU_3194,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales Incertae Sedis,Criblamydia,uncultured bacterium
OTU_967,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured Chlamydiae bacterium
OTU_5280,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,Waddliaceae bacterium cvE65
OTU_2283,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,Waddlia sp. G817
OTU_3702,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,uncultured bacterium
OTU_4650,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,uncultured bacterium
OTU_4570,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,endosymbiont of Acanthamoeba sp. UWE1
OTU_3410,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,uncultured soil bacterium
OTU_5630,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_4430,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_2908,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,
OTU_5346,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,
OTU_5218,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,
OTU_4622,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,
OTU_4719,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured Chlamydiales bacterium,
OTU_3385,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,unidentified
OTU_3507,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia sp. EPS4
OTU_5135,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,uncultured Chlamydia sp.
OTU_2458,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,Candidatus Rhabdochlamydia porcellionis
OTU_5029,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,uncultured Chlamydia sp.
OTU_5516,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,Candidatus Rhabdochlamydia porcellionis
OTU_3540,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,uncultured bacterium
OTU_2636,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,uncultured bacterium
OTU_3746,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured Chlamydia sp.
OTU_194,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured bacterium
OTU_5417,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea,Simkaniaceae bacterium Pi3-2
OTU_5350,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured Chlamydia sp.,
OTU_3992,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,unidentified,
OTU_4220,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,Chlamydiales bacterium CRIB 32,
OTU_2526,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_4832,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured Chlamydia sp.,
OTU_2947,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,Chlamydiales bacterium CRIB 32,
OTU_4898,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_2372,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_5611,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_4448,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_4059,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_3057,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium,
OTU_658,Bacteria,Bacteroidetes,Cytophagia,Order III,Unknown Family,uncultured,uncultured bacterium
OTU_4250,Bacteria,Bacteroidetes,Cytophagia,Order III,Unknown Family,Fodinibius,uncultured bacterium
OTU_4679,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_1867,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_2807,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium
OTU_3356,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_3450,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_3711,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_3218,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_2909,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_2548,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_3560,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_4849,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_3684,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_5394,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_3646,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_2689,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_2641,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured soil bacterium
OTU_5060,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Salisaeta sp.
OTU_1128,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium
OTU_2596,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium
OTU_2103,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium
OTU_951,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium
OTU_2812,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured marine bacterium
OTU_3266,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_1639,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured Bacteroidetes bacterium,
OTU_1906,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured Bacteroidetes bacterium,
OTU_2517,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured Bacteroidetes bacterium
OTU_2618,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured,uncultured bacterium
OTU_1624,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,Rubrivirga,uncultured bacterium
OTU_2475,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,Rubrivirga,uncultured bacterium
OTU_3549,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured bacterium,
OTU_4161,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured bacterium,
OTU_489,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,uncultured bacterium,
OTU_4775,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,Salinibacter,uncultured Bacteroidetes bacterium
OTU_2987,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,Salinibacter,uncultured bacterium
OTU_1241,Bacteria,Bacteroidetes,Cytophagia,Order II,Rhodothermaceae,Salinibacter,uncultured Bacteroidetes bacterium
OTU_4287,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_4365,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_445,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_3618,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured soil bacterium,
OTU_1243,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured Chlorobi bacterium,
OTU_5505,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_3197,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_5123,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_2818,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium #0319-6E22,
OTU_4051,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_1595,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_5367,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium #0319-6E22,
OTU_4398,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_2862,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_3035,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_1995,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured Chlorobi bacterium,
OTU_1341,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_1610,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium,
OTU_1892,Bacteria,Chlorobi,Chlorobia,Chlorobiales,SJA-28,uncultured bacterium,
OTU_5046,Bacteria,Chlorobi,Chlorobia,Chlorobiales,SJA-28,uncultured bacterium,
OTU_3212,Bacteria,Chlorobi,Chlorobia,Chlorobiales,SJA-28,uncultured Ignavibacterium sp.,
OTU_475,Bacteria,Chlorobi,Chlorobia,Chlorobiales,SJA-28,uncultured bacterium,
OTU_2282,Bacteria,Chlorobi,Chlorobia,Chlorobiales,SJA-28,uncultured organism,
OTU_2736,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,BSV26,uncultured bacterium,
OTU_4615,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,uncultured bacterium
OTU_5047,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,uncultured bacterium
OTU_5181,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,possible family 02,uncultured Chitinivibrionia bacterium,
OTU_2779,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured,uncultured bacterium
OTU_176,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured bacterium
OTU_137,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium sp. canine oral taxon 439
OTU_1950,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured organism
OTU_190,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured bacterium
OTU_4746,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured bacterium
OTU_3606,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured,uncultured bacterium
OTU_31,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,uncultured bacterium
OTU_511,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis DSM 12112
OTU_1195,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured bacterium
OTU_2930,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured bacterium
OTU_3858,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured bacterium
OTU_2513,Bacteria,CKC4,uncultured Firmicutes bacterium,,,,
OTU_2729,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,uncultured bacterium
OTU_4191,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Candidatus Stoquefichus,uncultured bacterium
OTU_833,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma cavipharyngis
OTU_2275,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Candidatus Mycoplasma haemominutum
OTU_352,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,uncultured Mycoplasma sp.
OTU_622,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,uncultured Mycoplasma sp.
OTU_3157,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma fastidiosum
OTU_4347,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Asteroleplasma,uncultured bacterium
